date	내용
2026-06-15	美-이란 종전 협상 타결 및 美 필라델피아 반도체(+1.52%) 지수 강세 영향 등에 상승(주도주 : SK하이닉스, 삼성전자)
2026-06-18	애플, 메모리 값 폭등에 따른 제품가격 인상 소식 속 메모리 업체 가격 협상력 재부각 등에 상승(주도주 : SK하이닉스, 삼성전자)
2026-06-19	美 필라델피아 반도체(+6.42%) 지수 폭등 영향 및 올해 글로벌 메모리시장 1,500조원 수준으로 확대 전망 등에 일부 관련주 상승(주도주 : SK하이닉스)
2026-06-22	6월1~20일 반도체 수출 사상 최고치 경신, 반도체 호황 지속 전망 등에 상승(주도주 : DB하이텍, SK하이닉스)
2026-06-23	AI 수익성 회의론 및 반도체 고점론 재부각 등에 하락
2026-06-25	마이크론테크놀로지, 어닝서프라이즈 및 SK하이닉스 ADR 미국 나스닥 상장 결정 등에 상승(주도주 : SK하이닉스, 삼성전자, DB하이텍)
2026-06-26	메모리 가격 급등에 따른 비용 부담 우려로 미국 주요 빅테크 관련주 하락 및 오픈AI 기업공개(IPO) 내년으로 연기 소식 등에 하락
2026-06-29	美 필라델피아 반도체지수(-5.29%) 폭락 영향, 애플 가격 인상 속 메모리 수요 둔화 우려 지속 등에 하락
2026-07-01	6월 반도체 수출 월간 역대 최대 기록 소식에도 반도체 가격 피크아웃 우려 재부각 등에 하락
2026-07-02	메타發 반도체 쇼크 등에 하락
2026-07-03	구조적 공급 부족에 따른 실적 기대감 등에 상승(주도주 : SK하이닉스, 삼성전자, DB하이텍)
2026-07-07	삼성전자 2분기 호실적에도 차익 실현 매물 출회 등에 하락
2026-07-08	모건스탠리 반도체 비중 축소 여파 지속, 필라델피아 반도체(-4.65%) 지수 폭락 영향 등에 하락
2026-07-09	美 필라델피아 반도체지수(+2.23%) 급등 영향 및 SK하이닉스 美 ADR 상장 기대감 지속 등에 상승(주도주 : SK하이닉스, DB하이텍)
2026-07-10	美 필라델피아 반도체지수(+3.06%) 급등 영향 및 SK하이닉스, 美 ADR 상장 기대감 지속 등에 상승(주도주 : DB하이텍, 삼성전자)
2026-07-13	SK하이닉스 ADR 나스닥 상장 흥행에도 SK하이닉스 2분기 실적 컨센서스 하회 전망 등에 하락
2026-07-14	최근 주가 변동성에도 메모리 반도체 업황 견조 분석 및 한미반도체 호실적 등에 상승(주도주 : SK하이닉스, 삼성전자, DB하이텍)
2026-07-15	美 CPI 우려 완화 속 필라델피아 반도체지수 급등 및 SK하이닉스 ADR(+27.29%) 폭등 영향 등에 상승(주도주 : SK하이닉스, DB하이텍, 삼성전자)
2026-07-16	美 필라델피아 반도체지수(-2.08%) 급락 영향 등에 하락
2026-07-20	中 키미 K3 쇼크, 필라델피아 반도체지수 약세(-1.63%) 등에 하락
2026-07-21	7월1~20일 반도체 수출 호조 등에 상승(주도주 : 삼성전자, SK하이닉스, DB하이텍)
2026-07-23	李 대통령, 미국 순방간 ‘샌프란시스코 AI 선언’ 발표 예정, 알파벳 호실적 및 AI 자본지출 확대 소식 등에 상승(주도주 : SK하이닉스, DB하이텍, 삼성전자)
2026-07-24	빅테크 실적 실망 속 AI 투자 수익성 회의론 확산 등에 하락
2026-07-27	삼성전자·SK그룹, 샌프란시스코 AI 서밋서 美 빅테크와 대규모 반도체·인프라 협력 추진 소식 등에 상승(주도주 : SK하이닉스, 삼성전자)
2026-07-28	중국發 반도체 경쟁 심화 우려 및 AI 수익성 의구심 지속, 美 필라델피아 반도체지수(-2.23%) 급락 영향 등에 하락
2026-07-29	SK하이닉스, 2분기 실적 실망감 및 AI株 급락에 월가 마진콜 요구 등에 하락
2026-07-31	AI 전문 헤지펀드 '시추에이셔널 어웨어니스' 청산 마무리 및 마이크로소프트(+15.51%) 호실적에 따른 AI 수익성 우려 완화 등에 상승(주도주 : SK하이닉스, 삼성전자, DB하이텍)
2026-08-03	日 키옥시아 실적 예상치 하회 및 차익실현 매물 출회 등에 하락
